_id,year,tmID,games,minutes,points,steals,blocks
smithch02w,1999,CHA,32,746,173,10,7
smithch02w,2000,CHA,30,659,156,15,17
smithch02w,2001,CHA,30,678,171,16,13
smithch02w,2002,CHA,32,890,256,21,17
smithch02w,2003,CHA,27,443,95,10,2
smithch02w,2004,CHA,34,977,280,18,13
smithch02w,2005,WAS,34,1036,246,22,11
smithch02w,2006,IND,18,173,35,3,1
smithch03w,1998,PRT,9,54,0,1,0
smithch03w,1999,MIN,13,56,10,1,0
smithch03w,2000,SEA,32,516,52,16,3
smithch03w,2001,SEA,32,589,58,17,1
smithch03w,2003,PHO,4,17,0,0,0
smithcr01w,2006,PHO,23,197,60,17,0
smithcr01w,2007,HOU,27,683,170,34,3
smithcr01w,2008,MIN,1,0,0,0,0
smithcr01w,2008,WAS,28,392,121,14,2
smithje01w,2005,NYL,2,7,0,0,0
smithka01w,1997,CLS,40,1328,631,60,5
smithka01w,1998,CLS,44,1445,764,61,3
smithka01w,1999,CLS,2,65,36,2,0
smithka01w,1999,MIN,30,971,350,19,10
smithka01w,2000,MIN,32,1193,646,44,7
smithka01w,2001,MIN,32,1234,739,23,5
smithka01w,2002,MIN,31,1138,512,32,7
smithka01w,2003,MIN,34,1185,620,25,6
smithka01w,2004,MIN,23,800,432,23,6
smithka01w,2005,DET,13,394,124,5,3
smithka01w,2005,MIN,23,766,306,25,2
smithka01w,2006,DET,34,1137,398,25,4
smithka01w,2007,DET,34,1166,450,42,3
smithka01w,2008,DET,34,1152,500,32,3
smithka01w,2009,DET,27,894,369,21,2
smithka01w,2010,WAS,33,1016,314,24,5
smithka01w,2011,SEA,34,853,255,24,5
smithka01w,2012,SEA,34,919,229,20,4
smithki01w,2006,SAC,31,313,74,9,0
smithki01w,2007,SAC,3,6,0,0,0
smithki01w,2008,SAC,21,143,33,7,2
smithla01w,2000,ORL,3,12,5,2,0
smithta01w,1998,SAC,28,707,271,17,46
smithta01w,1999,SAC,31,632,256,26,38
smithta01w,2000,SAC,32,925,388,30,64
smithta01w,2001,SAC,32,912,358,34,55
smithta01w,2002,SAC,32,1063,469,27,46
smithta01w,2003,SAC,34,986,430,43,32
smithta01w,2004,SAC,34,908,380,38,25
smithta01w,2005,CHA,31,1063,421,51,32
smithta01w,2006,CHA,34,972,445,41,29
smithta01w,2007,PHO,34,1072,428,40,56
smithta01w,2008,PHO,25,722,277,28,29
smithta01w,2009,PHO,34,920,336,34,57
smithta01w,2010,PHO,34,992,314,23,29
smithta01w,2011,IND,33,711,238,22,16
smithta01w,2012,SAS,15,150,37,2,3
smithty01w,2007,DET,1,7,1,1,0
smithwa01w,2008,DET,1,0,0,0,0
snellbe01w,2005,PHO,20,226,65,7,1
snellbe01w,2006,PHO,30,250,100,15,3
snellbe01w,2007,PHO,30,343,107,20,4
snellbe01w,2009,SAS,30,553,187,27,3
snellbe01w,2010,SAS,2,38,9,0,0
snellbe01w,2011,SEA,21,134,41,3,2
snowmi01w,2002,HOU,32,480,125,12,26
snowmi01w,2003,HOU,34,1025,314,35,62
snowmi01w,2004,HOU,31,893,276,28,35
snowmi01w,2005,HOU,33,966,396,20,38
snowmi01w,2006,HOU,34,995,442,33,38
snowmi01w,2007,HOU,34,892,366,18,35
snowmi01w,2008,HOU,34,856,336,18,31
snowmi01w,2009,ATL,34,503,185,15,17
snowmi01w,2010,SAS,34,821,352,33,25
snowmi01w,2011,CHI,34,821,202,16,44
snowmi01w,2012,WAS,32,643,190,19,27
sobrale01w,1998,WAS,14,71,24,5,2
sobrama01w,1997,RIC,40,1065,425,83,8
sobrama01w,1998,PHR,40,597,203,43,8
spencsi01w,2007,LAS,34,828,327,27,11
spencsi01w,2008,LAS,33,451,174,14,4
spencsi01w,2009,NYL,33,340,99,6,1
spencsi01w,2010,NYL,20,168,52,6,0
spencsi01w,2011,NYL,16,113,40,0,0
spencsi01w,2011,PHO,8,65,15,0,0
spornra01w,1998,DET,30,535,136,8,12
spornra01w,1999,DET,18,340,106,15,4
spornra01w,2001,DET,23,265,41,7,4
stafftr01w,1997,SJL,37,907,425,69,6
stafftr01w,1998,LON,43,622,261,29,3
stafftr01w,2001,HOU,30,365,113,12,2
stafftr01w,2002,MIA,6,38,8,1,0
staleda01w,1997,RIC,40,1530,597,111,11
staleda01w,1998,PHR,44,1674,582,98,5
staleda01w,1999,CHA,32,1065,368,38,3
staleda01w,2000,CHA,32,1099,282,37,1
staleda01w,2001,CHA,32,1152,298,52,1
staleda01w,2002,CHA,32,1061,278,48,0
staleda01w,2003,CHA,34,1086,269,49,4
staleda01w,2004,CHA,34,1143,302,43,2
staleda01w,2005,CHA,23,684,146,30,0
staleda01w,2005,HOU,10,221,33,6,1
staleda01w,2006,HOU,34,1018,250,35,5
stansti01w,2006,LAS,4,23,6,1,2
stansti01w,2007,MIN,30,437,130,13,11
stansti01w,2010,LAS,5,14,3,1,0
starbka01w,1998,SER,44,1476,557,63,22
starbka01w,1999,SER,15,468,204,25,6
starbka01w,1999,SAC,24,215,48,13,4
starbka01w,2000,UTA,29,340,117,13,11
starbka01w,2001,UTA,23,310,109,8,1
starbka01w,2002,SEA,9,186,53,6,4
starbka01w,2002,UTA,15,88,26,9,4
starbka01w,2004,IND,12,117,20,6,0
stedika01w,1997,PRT,40,1078,334,53,13
stedika01w,1998,PRT,39,910,329,31,14
stedika01w,1999,PRT,13,430,178,31,11
stedika01w,2000,SAC,29,309,91,11,10
stedika01w,2001,SEA,26,393,102,16,9
stepama01w,1998,PHO,20,130,66,3,11
stepama01w,1999,PHO,32,554,248,13,62
stepama01w,2000,PHO,15,170,57,4,9
stepama01w,2001,PHO,32,815,334,43,64
stepama01w,2005,PHO,15,409,162,20,38
stephre01w,1997,RIC,40,1087,453,28,6
stephre01w,1998,SAC,8,81,26,2,0
stephst01w,2004,DET,7,36,4,0,0
sterkca01w,1997,NEW,6,40,11,2,3
stevema01w,2004,SAS,29,259,38,6,4
stevema01w,2005,SEA,4,53,6,2,0
stevema01w,2006,PHO,2,18,3,1,1
stileja01w,2001,POR,32,1023,478,24,3
stileja01w,2002,POR,21,382,125,4,0
stillva01w,1997,CLS,40,753,303,60,16
stillva01w,1998,CLS,44,1245,578,101,21
stillva01w,1999,WAS,23,282,31,4,4
stinsan01w,1997,CHA,28,1011,439,43,21
stinsan01w,1998,CHA,30,1046,450,54,15
stinsan01w,1999,CHA,32,1041,434,32,18
stinsan01w,2000,CHA,32,1123,565,55,23
stinsan01w,2001,CHA,32,1006,450,43,19
stinsan01w,2002,CHA,32,950,411,37,9
stinsan01w,2003,CHA,34,1000,377,48,5
stinsan01w,2004,CHA,34,777,203,27,7
stinsan01w,2005,DET,18,102,22,3,0
stiresh01w,1997,CLS,9,40,7,3,0
stiresh01w,1998,CLS,30,134,43,3,2
stiresh01w,1999,CLS,14,150,59,4,1
stiresh01w,2000,MIN,21,117,35,6,0
stiresh01w,2001,MIN,18,201,51,8,4
stiresh01w,2002,MIN,9,22,6,0,1
stockta01w,2001,WAS,3,11,3,0,0
streiju01w,2000,IND,27,424,121,16,23
streiju01w,2001,IND,27,707,246,37,19
streiju01w,2005,IND,34,686,186,29,11
stricsh01w,2012,SEA,34,784,273,24,8
strotan01w,2006,PHO,8,39,16,1,2
strotan01w,2007,IND,12,69,28,0,0
strotan01w,2008,ATL,21,160,39,5,3
suberto01w,1997,CHA,28,475,131,13,3
suberto01w,1998,CHA,30,682,181,30,1
suberto01w,1999,ORL,25,114,20,5,0
summela01w,2005,CON,11,43,10,2,0
summela01w,2006,CON,33,359,83,3,2
sun-mju01w,2003,SEA,17,118,30,5,0
suttota01w,2001,CHA,29,602,196,21,39
suttota01w,2002,CHA,32,885,382,29,36
suttota01w,2003,CHA,34,864,286,19,50
suttota01w,2004,CHA,34,970,325,31,71
suttota01w,2005,CHA,34,887,318,30,37
suttota01w,2006,CHA,30,800,335,26,55
suttota01w,2007,IND,34,860,409,35,47
suttota01w,2008,IND,33,956,389,20,57
suttota01w,2009,IND,27,680,266,15,40
suttota01w,2010,IND,34,875,276,33,55
suttota01w,2011,IND,34,645,188,36,41
suttota01w,2012,IND,33,541,130,24,27
swanike01w,2008,CON,25,231,41,14,1
swanike01w,2009,PHO,33,388,93,15,3
swanike01w,2010,PHO,32,322,95,11,1
swanike01w,2011,PHO,29,429,77,23,1
swanike01w,2012,ATL,34,389,76,15,0
swoopsh01w,1997,HOU,9,129,64,7,4
swoopsh01w,1998,HOU,29,937,453,72,14
swoopsh01w,1999,HOU,32,1100,585,76,46
swoopsh01w,2000,HOU,31,1090,643,87,33
swoopsh01w,2002,HOU,32,1154,592,88,23
swoopsh01w,2003,HOU,31,1084,484,77,26
swoopsh01w,2004,HOU,31,1070,459,47,16
swoopsh01w,2005,HOU,33,1225,614,66,26
swoopsh01w,2006,HOU,31,1111,482,64,9
swoopsh01w,2007,HOU,3,106,23,5,1
swoopsh01w,2008,SEA,29,706,205,43,9
swoopsh01w,2011,TUL,33,879,271,25,9
swordca01w,2011,CHI,29,218,77,5,7
swordca01w,2012,CHI,30,334,119,11,14
sykesap01w,2012,LAS,30,259,92,9,4
tatede01w,1998,NEW,44,623,157,64,2
tatede01w,1999,CHC,12,353,81,35,1
tateso01w,1997,CLS,40,876,255,85,3
tateso01w,1998,CLS,44,857,258,47,2
tateso01w,1999,CLS,14,380,99,28,3
tateso01w,1999,MIN,32,828,143,36,3
tateso01w,2000,MIN,8,94,27,3,0
tauradi01w,2004,PHO,34,1130,578,43,25
tauradi01w,2005,PHO,33,1089,527,38,28
tauradi01w,2006,PHO,34,1152,860,42,27
tauradi01w,2007,PHO,32,1025,613,45,34
tauradi01w,2008,PHO,34,1083,820,46,46
tauradi01w,2009,PHO,31,976,631,36,43
tauradi01w,2010,PHO,31,998,702,38,19
tauradi01w,2011,PHO,32,965,692,24,20
tauradi01w,2012,PHO,8,166,112,4,4
tayloli01w,2004,PHO,5,26,3,1,1
taylope01w,2001,CLE,32,561,230,35,11
taylope01w,2002,CLE,30,908,391,37,11
taylope01w,2003,CLE,34,898,398,38,10
taylope01w,2004,PHO,33,1076,434,52,14
taylope01w,2005,PHO,29,852,382,38,11
taylope01w,2006,PHO,20,536,277,29,9
taylope01w,2007,PHO,34,1010,605,51,22
taylope01w,2009,PHO,14,283,153,18,2
taylope01w,2010,PHO,32,959,509,47,9
taylope01w,2011,PHO,29,864,484,49,11
teaslni01w,2002,LAS,32,882,204,25,9
teaslni01w,2003,LAS,34,1189,392,39,15
teaslni01w,2004,LAS,34,1105,336,43,7
teaslni01w,2005,LAS,19,551,141,23,4
teaslni01w,2006,WAS,34,975,364,44,11
teaslni01w,2007,WAS,33,746,172,23,6
teaslni01w,2009,ATL,10,234,39,9,1
teaslni01w,2009,DET,11,222,42,6,4
teilaza01w,2006,WAS,16,105,29,3,3
teilaza01w,2012,PHO,2,15,0,0,0
terryka01w,2006,IND,10,53,23,0,3
terryka01w,2007,IND,9,54,9,2,3
terryka01w,2008,ATL,20,275,92,10,11
terryka01w,2008,IND,2,24,2,0,0
thirdtr01w,1998,CLS,17,132,32,1,1
thirdtr01w,1998,NEW,22,257,31,8,2
thomaca01w,2007,CHI,17,122,43,1,4
thomach01w,2004,LAS,31,547,165,18,14
thomach01w,2005,LAS,32,520,122,11,19
thomach01w,2006,LAS,27,539,164,20,14
thomach01w,2007,LAS,34,640,287,22,9
thomach01w,2008,LAS,20,159,29,2,8
thomach01w,2009,MIN,11,66,3,3,5
thomach01w,2010,CHI,15,127,19,1,3
thomaja01w,2011,WAS,34,655,218,25,9
thomaja01w,2012,WAS,34,763,278,29,7
thomakr01w,2011,PHO,8,98,21,0,5
thomakr01w,2011,SEA,7,22,2,2,2
thomakr01w,2012,PHO,29,771,185,5,26
thomala01w,2003,CLE,32,852,345,28,13
thomala01w,2004,SAS,31,964,440,25,11
thomala01w,2005,SAS,21,505,185,7,8
thomala01w,2006,SAS,19,369,157,14,7
thomala01w,2007,LAS,27,487,208,9,7
thomala01w,2008,DET,7,40,8,1,1
thomala01w,2008,MIN,13,147,47,2,0
thomast01w,2000,POR,32,863,163,54,15
thomast01w,2001,POR,32,413,59,30,10
thomast01w,2002,POR,32,621,143,42,12
thomast01w,2003,DET,11,82,15,9,1
thomast01w,2003,PHO,19,187,46,11,8
thomast01w,2004,DET,1,1,0,0,0
thomast01w,2005,DET,17,133,12,8,3
thomast01w,2005,MIN,1,3,0,0,0
thompal01w,1998,NYL,19,126,31,1,2
thompal01w,2000,IND,31,792,310,24,4
thompal01w,2001,IND,22,381,186,9,7
thompal01w,2002,IND,18,314,97,7,2
thompal01w,2004,SEA,23,182,52,6,0
thompal01w,2005,SEA,30,329,83,4,4
thompam01w,2010,TUL,7,49,11,3,0
thomppa01w,1998,CLS,33,149,37,5,0
thompti01w,1997,HOU,28,885,370,21,28
thompti01w,1998,HOU,27,874,342,31,25
thompti01w,1999,HOU,32,1074,391,31,31
thompti01w,2000,HOU,32,1087,540,47,25
thompti01w,2001,HOU,30,1102,579,29,22
thompti01w,2002,HOU,29,1052,485,25,20
thompti01w,2003,HOU,28,974,472,18,23
thompti01w,2004,HOU,26,943,520,22,23
thompti01w,2005,HOU,15,439,152,12,4
thompti01w,2006,HOU,21,696,392,20,13
thompti01w,2007,HOU,34,1234,639,29,23
thompti01w,2008,HOU,30,1074,542,33,20
thompti01w,2009,LAS,34,1182,441,26,24
thompti01w,2010,LAS,33,1095,548,38,24
thompti01w,2011,LAS,34,851,338,39,23
thompti01w,2012,SEA,29,551,258,14,22
thorbsh01w,2006,MIN,22,141,16,4,2
thorbsh01w,2007,SEA,2,8,2,0,0
thorner01w,2003,NYL,23,181,44,4,1
thorner01w,2004,NYL,17,156,34,4,1
thorner01w,2005,NYL,21,203,56,4,0
thorner01w,2006,NYL,27,378,166,6,1
thorner01w,2007,NYL,29,883,281,25,1
thorner01w,2008,NYL,32,380,101,7,2
thorner01w,2009,CHI,34,577,211,20,0
thorner01w,2010,CHI,34,683,214,20,2
thorner01w,2011,CHI,34,571,182,11,3
thorner01w,2012,MIN,26,195,52,4,0
threaro01w,2000,SEA,20,377,155,13,3
tilliic01w,2004,DET,31,287,83,9,8
tilliic01w,2006,NYL,25,256,86,10,4
tilliic01w,2007,DET,8,26,4,0,0
tilliic01w,2007,LAS,3,8,0,0,0
timmsmi01w,1997,PHO,27,966,326,71,3
timmsmi01w,1998,PHO,30,934,207,38,4
timmsmi01w,1999,PHO,30,804,205,43,7
timmsmi01w,2000,PHO,8,176,30,15,2
timmsmi01w,2001,PHO,21,408,98,21,2
tolerpe01w,1997,LAS,28,907,368,36,3
tolerpe01w,1998,LAS,30,945,370,32,3
tolerpe01w,1999,LAS,30,427,143,13,0
tolivkr01w,2009,CHI,27,386,205,10,3
tolivkr01w,2010,LAS,34,703,291,18,2
tolivkr01w,2011,LAS,32,754,357,21,0
tolivkr01w,2012,LAS,34,1,595,45,3
torniel01w,1999,DET,11,86,20,1,1
torniel01w,2000,DET,32,869,330,29,13
torniel01w,2001,DET,32,777,307,19,14
torrele01w,2001,MIA,2,8,0,0,0
traviti01w,2000,CHA,32,574,173,31,4
tremich01w,1997,SAC,28,1051,212,54,1
tremich01w,1998,UTA,28,709,155,22,2
tremich01w,1999,UTA,20,191,21,6,0
tremich01w,2000,IND,25,318,50,10,1
tricetr01w,1997,NYL,28,340,134,9,9
tricetr01w,1998,NYL,10,77,21,0,3
tunsine01w,1998,LON,9,35,12,0,0
turneba01w,2006,SEA,34,622,216,13,6
turneba01w,2007,HOU,22,263,92,8,4
turneba01w,2008,CON,34,663,273,12,14
turneba01w,2009,CON,7,144,28,5,0
tutermo01w,1997,PHO,3,3,0,0,0
tuvicsl01w,2001,PHO,30,325,54,16,17
tuvicsl01w,2002,PHO,26,320,86,9,9
tuvicsl01w,2003,PHO,17,365,127,10,15
tuvicsl01w,2004,PHO,33,691,91,25,37
tzekopo01w,1999,HOU,32,778,194,13,19
udokamf01w,1998,DET,3,25,4,0,0
udokamf01w,2003,HOU,25,251,80,4,2
udokamf01w,2004,LAS,3,19,1,0,0
ujhelpe01w,2003,DET,14,68,4,0,1
umoh-it01w,2003,HOU,3,6,0,0,0
valdeam01w,1998,HOU,16,61,30,7,1
valdeam01w,1999,HOU,17,92,40,11,0
valdeam01w,2000,HOU,22,171,57,8,4
vandeco01w,2011,CHI,34,777,220,24,13
vandeco01w,2012,CHI,34,906,301,44,7
vanemal01w,1998,LAS,28,470,94,24,9
vangomi01w,1999,NYL,21,117,20,1,3
vangomi01w,2000,POR,28,199,69,3,4
vangomi01w,2001,MIN,22,243,41,3,6
vangomi01w,2002,MIN,22,352,100,6,11
vangomi01w,2003,MIN,31,528,175,10,20
vangomi01w,2004,MIN,8,66,22,0,1
vaughki01w,2009,NYL,34,396,163,6,3
vaughki01w,2010,NYL,30,243,62,6,6
vaughki01w,2011,NYL,34,955,342,40,25
vaughki01w,2012,NYL,31,710,199,16,25
vaughkr01w,2008,WAS,15,78,12,2,2
vealkr01w,2001,PHO,29,658,116,33,4
vealkr01w,2002,PHO,23,361,71,14,2
veselja01w,2010,SEA,29,330,92,18,7
vidicbo01w,1998,ATG,35,393,56,11,0
viglida01w,1997,SAC,7,30,7,1,0
vilipda01w,2006,LAS,2,12,0,0,1
vodicka01w,2000,SEA,23,489,200,13,12
vodicka01w,2001,SEA,29,405,150,16,7
vodicka01w,2002,SEA,32,817,295,36,18
vodicka01w,2003,SEA,28,709,284,20,21
vodicka01w,2004,SEA,34,873,273,32,12
vodicka01w,2005,PHO,28,821,305,28,22
vodicka01w,2006,PHO,28,736,272,28,19
vodopna01w,2005,SEA,17,98,25,3,2
voigtka01w,1999,COL,7,18,2,1,1
vukadmi01w,1997,CHA,1,14,3,1,0
walkeas01w,2009,SEA,13,90,23,2,2
walkeas01w,2010,TUL,2,9,0,2,0
walkeay01w,2002,DET,32,548,162,12,34
walkeay01w,2003,DET,34,271,56,10,11
walkeay01w,2004,DET,18,148,18,1,4
walkeay01w,2005,CHA,9,92,12,2,2
walkeay01w,2005,DET,12,241,59,6,10
walkeay01w,2006,CHA,25,181,46,10,10
walkeay01w,2007,DET,2,43,7,1,2
walkede01w,2000,POR,30,311,92,17,7
walkede01w,2001,POR,21,297,113,7,12
walkede01w,2002,POR,31,848,339,26,33
walkede01w,2003,SAC,34,740,307,25,23
walkede01w,2004,SAC,34,884,284,26,13
walkede01w,2005,SAC,22,598,311,28,13
walkede01w,2006,SAC,23,438,213,15,7
walkede01w,2007,SAC,5,105,44,3,3
walkede01w,2008,SAC,7,52,11,5,0
walkede01w,2009,SAC,34,821,291,27,16
walkede01w,2010,CON,31,341,126,14,5
walkede01w,2011,CON,10,80,24,2,0
walkede01w,2011,WAS,20,409,126,8,7
walkede01w,2012,NYL,33,525,98,17,16
walkema01w,2008,HOU,2,11,0,0,1
walsema01w,2001,SAC,4,8,4,0,0
walsema01w,2002,WAS,18,104,13,2,0
wardvo01w,1997,COL,19,112,23,4,0
warleav01w,2012,PHO,28,497,86,12,14
washico01w,1997,PRT,27,425,93,24,1
washico01w,1998,NYL,28,226,53,17,0
washico01w,1999,NYL,19,77,12,9,0
washico01w,2000,HOU,25,236,43,16,0
washico01w,2001,HOU,32,1013,169,69,9
washico01w,2002,HOU,21,349,44,13,0
washico01w,2002,IND,11,325,80,23,2
washico01w,2003,IND,20,348,63,14,2
washito01w,2000,WAS,19,103,26,2,0
washito01w,2001,WAS,30,336,101,4,2
washito01w,2002,WAS,25,291,73,3,2
washito01w,2003,SEA,11,121,33,4,0
washito01w,2003,WAS,13,101,20,1,0
wautean01w,2000,CLE,32,598,199,21,24
wautean01w,2001,CLE,24,622,234,17,13
wautean01w,2002,CLE,28,802,314,16,21
wautean01w,2004,NYL,13,271,82,4,8
wautean01w,2005,NYL,28,879,383,18,23
wautean01w,2008,SAS,32,980,471,36,38
wautean01w,2009,SAS,17,463,220,13,6
wautean01w,2012,SEA,25,574,241,14,18
weathte01w,1997,NYL,28,924,196,85,2
weathte01w,1998,NYL,30,1002,204,100,0
weathte01w,1999,NYL,32,1086,229,78,3
weathte01w,2000,NYL,32,1078,205,65,5
weathte01w,2001,NYL,32,974,207,55,4
weathte01w,2002,NYL,32,954,108,42,3
weathte01w,2003,NYL,34,824,98,28,5
weathte01w,2004,LAS,34,292,17,12,1
webbum01w,1997,PHO,28,775,141,68,8
webbum01w,1998,PHO,30,846,161,47,21
webbum01w,2000,MIA,13,195,43,7,4
weberma01w,2007,NYL,2,4,0,0,0
weckeke01w,2005,SAS,1,11,4,1,0
weckeke01w,2006,SAS,34,578,190,11,3
weckeke01w,2007,SAS,14,73,16,3,1
weckeke01w,2008,WAS,9,48,5,3,0
whaleli01w,2004,CON,31,946,275,39,0
whaleli01w,2005,CON,34,1047,411,42,2
whaleli01w,2006,CON,33,861,296,34,2
whaleli01w,2007,CON,34,1040,454,73,3
whaleli01w,2008,CON,31,908,435,45,1
whaleli01w,2009,CON,34,1000,419,43,5
whaleli01w,2010,MIN,33,1110,416,46,5
whaleli01w,2011,MIN,34,956,464,37,5
whaleli01w,2012,MIN,33,891,381,23,6
whitede01w,2004,NYL,31,420,82,8,10
whitede01w,2005,NYL,13,90,16,4,3
whiteer01w,2008,HOU,34,426,121,23,3
whiteer01w,2009,IND,2,18,2,1,1
whiteta01w,2005,IND,34,693,242,30,7
whiteta01w,2006,IND,34,745,302,27,9
whiteta01w,2007,IND,34,841,368,36,10
whiteta01w,2008,IND,33,894,328,43,14
whiteta01w,2009,CON,30,659,285,35,9
whiteta01w,2010,CON,34,857,343,54,4
whiteta01w,2011,CON,34,747,201,40,6
whiteta01w,2012,CON,31,496,156,31,6
whitiva01w,1997,SJL,37,1098,464,77,50
whitiva01w,1998,SER,42,1384,645,94,32
whitiva01w,1999,SER,15,460,196,19,11
whitiva01w,1999,DET,31,764,202,40,31
whitiva01w,2001,MIN,26,462,88,15,14
whitiva01w,2002,MIN,6,52,13,2,2
whitmta01w,1999,NYL,27,573,214,16,6
whitmta01w,2000,NYL,32,689,277,17,17
whitmta01w,2001,NYL,32,752,226,17,10
whitmta01w,2002,NYL,32,977,406,27,43
whitmta01w,2003,NYL,33,823,271,35,22
whitmta01w,2004,LAS,34,595,210,12,5
whitmta01w,2005,LAS,34,917,327,33,14
whitmta01w,2006,IND,34,1057,528,46,12
whitmta01w,2007,IND,34,880,370,20,11
whitmta01w,2008,CON,34,911,429,20,13
whitmta01w,2009,CON,24,376,105,9,3
whittje01w,1999,WAS,3,18,0,1,1
whittje01w,2001,WAS,4,20,0,0,1
whittkh01w,2008,IND,22,186,43,9,11
whittkh01w,2009,IND,3,25,12,0,0
wickssu01w,1997,NYL,28,332,100,17,18
wickssu01w,1998,NYL,30,444,128,16,10
wickssu01w,1999,NYL,32,938,216,41,43
wickssu01w,2000,NYL,32,680,156,26,39
wickssu01w,2001,NYL,30,602,157,36,30
wickssu01w,2002,NYL,30,428,66,22,15
widemja01w,1997,LAS,28,633,84,24,1
widemja01w,1998,LAS,25,329,48,10,1
widemja01w,1999,CLE,26,401,56,20,0
widemja01w,2000,POR,5,35,0,2,0
wiggica01w,2008,MIN,30,824,472,54,7
wiggica01w,2009,MIN,34,1017,446,41,7
wiggica01w,2010,MIN,8,238,110,14,0
wiggica01w,2011,MIN,34,582,200,18,7
wiggica01w,2012,MIN,34,741,232,24,4
wilkeda01w,1998,LON,35,308,91,25,0
wilkeda01w,1999,CHC,12,220,75,24,1
wilkibr01w,2006,SAC,4,14,6,0,0
wilkibr01w,2008,SAS,1,0,0,0,0
williad01w,2000,PHO,28,351,78,14,4
williad01w,2001,PHO,25,375,96,15,5
williad01w,2002,PHO,32,878,200,48,29
williad01w,2003,PHO,34,985,334,57,19
williad01w,2004,PHO,11,145,65,11,5
williad01w,2004,SAS,12,149,32,8,1
williad01w,2006,MIN,32,488,157,25,8
williad01w,2007,SAC,34,609,211,22,6
williad01w,2008,SAC,34,687,207,19,8
willian01w,2005,PHO,16,149,40,4,7
willian01w,2006,DET,21,133,41,7,6
willibe01w,1998,LON,44,1340,505,67,1
willibe01w,2000,IND,1,3,0,0,0
willide01w,1997,SER,3,25,12,1,0
willide01w,1997,CHA,10,116,27,2,0
willide01w,1999,PRT,13,94,50,4,0
williki01w,1997,UTA,28,608,226,38,7
williki01w,1998,UTA,30,543,227,43,6
willile01w,2004,CON,23,175,68,8,2
willile01w,2005,CON,18,91,24,2,0
willile01w,2006,CON,29,209,63,5,0
willile01w,2007,CON,28,320,58,8,6
willile01w,2008,PHO,34,834,343,22,7
willile01w,2009,PHO,34,713,340,22,9
willile01w,2010,SEA,33,515,182,16,5
willile01w,2011,SEA,34,649,219,18,7
willile01w,2012,CHI,33,610,114,15,4
willile02w,2002,DET,27,177,73,4,0
willili01w,2006,LAS,24,320,111,26,0
willili01w,2007,LAS,8,77,18,4,1
willili01w,2007,NYL,16,157,61,10,0
willili01w,2008,NYL,34,458,191,29,5
willili01w,2009,SAC,2,5,0,0,0
willina01w,1997,PRT,32,1002,555,53,41
willina01w,1998,PRT,44,1484,964,89,50
willina01w,1999,PRT,13,405,258,26,9
willina01w,1999,UTA,28,954,504,38,22
willina01w,2000,UTA,29,1039,543,35,18
willina01w,2001,UTA,31,1064,439,41,10
willina01w,2002,UTA,31,1008,351,38,16
willina01w,2003,IND,34,1054,457,43,21
willina01w,2004,IND,34,956,349,40,23
willina01w,2005,IND,34,804,251,35,12
williri01w,1998,WAS,30,712,132,63,2
williri01w,1999,WAS,31,312,104,21,1
williri01w,2000,IND,32,1014,352,76,3
williri01w,2001,IND,32,1042,380,72,11
williri01w,2002,HOU,9,85,19,11,0
williri01w,2002,IND,20,484,120,21,2
williri01w,2003,SEA,32,381,78,14,0
williri02w,2012,TUL,33,671,345,51,9
willisa01w,1997,SJL,25,241,48,8,2
willish01w,2003,LAS,25,229,49,6,0
willita01w,1997,PHO,12,84,37,3,0
willita01w,2000,POR,26,174,80,8,2
willito01w,2004,SAS,26,417,55,35,5
williwe01w,2001,LAS,13,47,17,1,0
wilsoam01w,1999,PHO,12,34,12,1,1
wilsoam01w,2000,PHO,3,9,2,0,0
wirthch01w,2009,IND,21,120,22,3,1
wisdoli01w,2009,LAS,29,197,69,3,8
wisdoli01w,2010,LAS,32,482,144,18,24
wisdoli01w,2011,CHI,29,234,48,11,14
wisdoli01w,2012,WAS,34,501,136,24,27
witheso01w,1997,NYL,28,867,407,49,7
witheso01w,1998,NYL,30,898,413,40,4
witheso01w,1999,NYL,32,581,271,33,2
witheso01w,2000,POR,32,1061,538,38,8
witheso01w,2001,POR,31,862,373,30,8
witheso01w,2002,LAS,31,358,161,13,2
witheso01w,2003,LAS,23,235,56,7,0
wojtaju01w,2012,MIN,1,4,0,0,0
wolteka01w,1998,NEW,44,861,430,15,64
wolteka01w,1999,NEW,13,271,143,3,16
wolteka01w,1999,HOU,10,41,16,1,0
wolteka01w,2000,IND,31,793,370,12,49
wolteka01w,2001,SAC,31,378,151,4,25
wolteka01w,2002,SAC,14,78,24,0,3
wolvean01w,2001,CLE,1,5,2,0,0
woodaly01w,1997,CLE,28,712,217,46,10
woodaly01w,1998,DET,27,383,95,22,3
woodki01w,1997,SJL,32,355,98,10,7
wooslti01w,1997,HOU,26,397,76,18,1
wooslti01w,1998,HOU,18,96,22,8,0
wrighfa01w,1997,PRT,19,393,67,16,0
wrighfa01w,1998,PRT,34,908,184,60,4
wrighfa01w,1999,NAS,15,452,81,22,1
wrighmo01w,2010,MIN,34,866,378,34,7
wrighmo01w,2011,MIN,29,393,149,23,5
wrighmo01w,2012,MIN,34,660,293,35,6
wrighsh01w,2004,PHO,24,243,57,3,1
wrighsh01w,2005,PHO,25,346,94,14,3
wrighta01w,2005,SEA,34,528,122,18,3
